timestamp,previousClose,open,dayLow,dayHigh,dividendRate,dividendYield,volume,regularMarketVolume,averageVolume
2025-03-31T17:44:03.647426,23.77,23.57,23.31,23.6541,,6.95,379263,379263,1324305
