timestamp,previousClose,open,dayLow,dayHigh,dividendRate,dividendYield,volume,regularMarketVolume,averageVolume
2025-03-31T17:44:02.714283,188.16,185.45,184.7,187.436,9.29,4.94,421228,421228,286162
